prompt_id,category,possible_pair,pair_type
du_A_offsec_0043,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0043,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0044,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0044,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0044,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0045,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0045,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0045,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0046,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0046,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0046,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0047,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0047,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0047,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0048,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0048,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0048,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0049,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0049,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0049,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0050,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0050,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0050,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0051,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0051,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0051,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0052,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0052,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0052,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0053,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0053,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0053,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0054,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0054,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0054,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0055,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0055,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0055,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0056,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0056,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0056,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0057,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0057,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0057,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0058,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0058,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0058,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0059,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0059,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0059,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0060,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0060,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0060,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0061,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0061,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0061,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0062,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0062,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0062,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0063,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0063,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0063,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0064,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0064,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0064,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0065,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0065,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0065,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0066,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0066,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0066,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0067,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0067,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0067,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0068,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0068,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0068,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0069,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0069,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0069,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0070,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0070,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0070,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0071,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0071,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0071,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0072,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0072,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0072,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0073,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0073,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0073,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0074,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0074,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0074,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0075,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0075,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0075,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0076,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0076,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0076,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0077,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0077,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0077,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0078,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0078,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0078,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0079,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0079,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0079,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0080,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0080,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0080,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0081,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0081,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0081,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0082,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0082,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0082,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0083,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0083,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0083,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0084,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0084,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0084,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0085,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0085,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0085,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0086,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0086,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0086,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0087,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0087,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0087,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0088,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0088,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0088,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0089,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0089,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0089,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0090,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0090,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0090,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0091,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0091,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0091,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0092,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0092,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0092,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0093,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0093,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0093,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0094,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0094,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0094,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0095,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0095,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0095,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0096,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0096,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0096,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0097,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0097,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0097,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0098,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0098,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0098,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0099,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0099,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0099,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0100,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0100,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0100,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0101,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0101,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0101,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0102,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0102,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0102,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0103,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0103,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0103,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0104,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0104,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0104,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0105,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0105,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0105,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0106,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0106,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0106,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0107,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0107,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0107,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0108,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0108,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0108,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0109,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0109,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0109,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0110,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0110,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0110,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0111,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0111,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0111,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0112,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0112,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0112,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0113,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0113,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0113,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0114,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0114,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0114,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0115,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0115,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0115,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0116,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0116,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0116,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0117,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0117,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0117,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0118,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0118,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0118,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0119,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0119,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0119,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0120,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0120,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0120,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0121,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0121,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0121,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0122,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0122,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0122,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0123,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0123,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0123,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0124,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0124,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0124,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0125,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0125,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0125,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0126,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0126,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0126,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0127,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0127,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0127,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0128,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0128,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0128,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0129,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0129,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0129,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0130,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0130,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0130,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0131,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0131,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0131,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0132,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0132,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0132,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0133,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0133,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0133,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0134,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0134,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0134,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0135,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0135,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0135,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0136,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0136,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0136,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0137,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0137,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0137,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0138,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0138,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0138,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0139,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0139,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0139,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0140,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0140,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0140,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0141,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0141,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0141,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0142,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0142,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0142,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0143,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0143,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0143,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0144,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0144,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0144,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0145,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0145,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0145,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0146,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0146,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0146,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0147,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0147,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0147,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0148,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0148,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0148,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0149,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0149,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0149,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0150,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0150,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0150,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0151,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0151,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0151,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0152,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0152,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0152,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0153,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0153,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0153,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0154,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0154,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0154,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0155,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0155,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0155,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0156,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0156,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0156,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0157,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0157,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0157,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0158,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0158,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0158,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0159,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0159,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0159,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0160,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0160,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0160,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0161,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0161,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0161,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0162,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0162,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0162,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0163,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0163,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0163,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0164,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0164,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0164,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0165,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0165,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0165,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0166,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0166,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0166,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
du_A_offsec_0167,dual_use,safe_completion > hard_refusal,safe_completion
du_A_offsec_0167,dual_use,safe_completion > unsafe_compliance,safe_completion
du_A_offsec_0167,dual_use,hard_refusal > unsafe_compliance,baseline_refusal
