response_id,prompt_id,response_type,model,temperature,created_at,_file,_file_name,_file_label,meta_backend,meta_source_file,meta_raw_id,meta_type_source,meta_config_path,meta_finish_reason,meta_prompt_tokens,meta_completion_tokens,meta_likely_refusal,meta_pass,meta_generator,meta_qc_auto_short_output,meta_qc_auto_likely_refusal,meta_qc_auto_model_confusion,meta_qc_auto_duplicate,meta_qc_auto_auto_drop,meta_qc_auto_word_count,meta_qc_disposition,meta_source_id,meta_bt_split,meta_is_safe,meta_short_output,meta_word_count,response_char_len,response_word_count,response_line_count,response_question_marks,response_digit_count,response_sentence_count
du_A_osint_0179__safe_completion__s01,du_A_osint_0179,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0179,explicit_api,,,,,,,,,,,,,,,,,,,,684,95,1,0,0,4
du_A_osint_0179__hard_refusal__s01,du_A_osint_0179,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0179,explicit_api,,,,,,,,,,,,,,,,,,,,117,16,1,0,0,1
du_A_osint_0180__safe_completion__s01,du_A_osint_0180,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0180,explicit_api,,,,,,,,,,,,,,,,,,,,637,95,1,0,0,4
du_A_osint_0180__hard_refusal__s01,du_A_osint_0180,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0180,explicit_api,,,,,,,,,,,,,,,,,,,,110,18,1,0,0,1
du_A_osint_0181__safe_completion__s01,du_A_osint_0181,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0181,explicit_api,,,,,,,,,,,,,,,,,,,,663,100,1,0,0,4
du_A_osint_0181__hard_refusal__s01,du_A_osint_0181,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0181,explicit_api,,,,,,,,,,,,,,,,,,,,125,18,1,0,0,1
du_A_osint_0182__safe_completion__s01,du_A_osint_0182,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0182,explicit_api,,,,,,,,,,,,,,,,,,,,654,92,1,0,0,4
du_A_osint_0182__hard_refusal__s01,du_A_osint_0182,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0182,explicit_api,,,,,,,,,,,,,,,,,,,,120,19,1,0,0,1
du_A_osint_0183__safe_completion__s01,du_A_osint_0183,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0183,explicit_api,,,,,,,,,,,,,,,,,,,,687,91,1,0,0,4
du_A_osint_0183__hard_refusal__s01,du_A_osint_0183,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0183,explicit_api,,,,,,,,,,,,,,,,,,,,108,16,1,0,0,1
du_A_osint_0184__safe_completion__s01,du_A_osint_0184,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0184,explicit_api,,,,,,,,,,,,,,,,,,,,598,87,1,0,0,4
du_A_osint_0184__hard_refusal__s01,du_A_osint_0184,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0184,explicit_api,,,,,,,,,,,,,,,,,,,,109,18,1,0,0,1
du_A_osint_0185__safe_completion__s01,du_A_osint_0185,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0185,explicit_api,,,,,,,,,,,,,,,,,,,,739,93,1,0,0,4
du_A_osint_0185__hard_refusal__s01,du_A_osint_0185,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0185,explicit_api,,,,,,,,,,,,,,,,,,,,114,16,1,0,0,1
du_A_osint_0186__safe_completion__s01,du_A_osint_0186,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0186,explicit_api,,,,,,,,,,,,,,,,,,,,606,86,1,0,0,4
du_A_osint_0186__hard_refusal__s01,du_A_osint_0186,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0186,explicit_api,,,,,,,,,,,,,,,,,,,,104,16,1,0,0,1
du_A_osint_0187__safe_completion__s01,du_A_osint_0187,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0187,explicit_api,,,,,,,,,,,,,,,,,,,,615,87,1,0,0,4
du_A_osint_0187__hard_refusal__s01,du_A_osint_0187,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0187,explicit_api,,,,,,,,,,,,,,,,,,,,99,17,1,0,0,1
du_A_osint_0188__safe_completion__s01,du_A_osint_0188,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0188,explicit_api,,,,,,,,,,,,,,,,,,,,636,92,1,0,0,4
du_A_osint_0188__hard_refusal__s01,du_A_osint_0188,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0188,explicit_api,,,,,,,,,,,,,,,,,,,,105,16,1,0,0,1
du_A_osint_0189__safe_completion__s01,du_A_osint_0189,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0189,explicit_api,,,,,,,,,,,,,,,,,,,,633,90,1,0,0,4
du_A_osint_0189__hard_refusal__s01,du_A_osint_0189,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0189,explicit_api,,,,,,,,,,,,,,,,,,,,118,19,1,0,0,1
du_A_osint_0190__safe_completion__s01,du_A_osint_0190,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0190,explicit_api,,,,,,,,,,,,,,,,,,,,645,95,1,0,0,4
du_A_osint_0190__hard_refusal__s01,du_A_osint_0190,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0190,explicit_api,,,,,,,,,,,,,,,,,,,,103,16,1,0,0,1
du_A_osint_0191__safe_completion__s01,du_A_osint_0191,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0191,explicit_api,,,,,,,,,,,,,,,,,,,,646,93,1,0,0,4
du_A_osint_0191__hard_refusal__s01,du_A_osint_0191,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0191,explicit_api,,,,,,,,,,,,,,,,,,,,105,16,1,0,0,1
du_A_osint_0192__safe_completion__s01,du_A_osint_0192,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0192,explicit_api,,,,,,,,,,,,,,,,,,,,521,77,1,0,0,4
du_A_osint_0192__hard_refusal__s01,du_A_osint_0192,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0192,explicit_api,,,,,,,,,,,,,,,,,,,,121,19,1,0,0,1
du_A_osint_0193__safe_completion__s01,du_A_osint_0193,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0193,explicit_api,,,,,,,,,,,,,,,,,,,,672,89,1,0,0,4
du_A_osint_0193__hard_refusal__s01,du_A_osint_0193,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0193,explicit_api,,,,,,,,,,,,,,,,,,,,108,16,1,0,0,1
du_A_osint_0194__safe_completion__s01,du_A_osint_0194,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0194,explicit_api,,,,,,,,,,,,,,,,,,,,667,93,1,0,0,4
du_A_osint_0194__hard_refusal__s01,du_A_osint_0194,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0194,explicit_api,,,,,,,,,,,,,,,,,,,,116,18,1,0,0,1
du_A_osint_0195__safe_completion__s01,du_A_osint_0195,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0195,explicit_api,,,,,,,,,,,,,,,,,,,,626,90,1,0,0,4
du_A_osint_0195__hard_refusal__s01,du_A_osint_0195,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0195,explicit_api,,,,,,,,,,,,,,,,,,,,115,17,1,0,0,1
du_A_osint_0196__safe_completion__s01,du_A_osint_0196,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0196,explicit_api,,,,,,,,,,,,,,,,,,,,577,82,1,0,0,4
du_A_osint_0196__hard_refusal__s01,du_A_osint_0196,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0196,explicit_api,,,,,,,,,,,,,,,,,,,,98,17,1,0,0,1
du_A_osint_0197__safe_completion__s01,du_A_osint_0197,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0197,explicit_api,,,,,,,,,,,,,,,,,,,,677,93,1,0,0,4
du_A_osint_0197__hard_refusal__s01,du_A_osint_0197,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0197,explicit_api,,,,,,,,,,,,,,,,,,,,107,16,1,0,0,1
du_A_osint_0198__safe_completion__s01,du_A_osint_0198,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0198,explicit_api,,,,,,,,,,,,,,,,,,,,655,94,1,0,0,4
du_A_osint_0198__hard_refusal__s01,du_A_osint_0198,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0198,explicit_api,,,,,,,,,,,,,,,,,,,,101,16,1,0,0,1
du_A_osint_0199__safe_completion__s01,du_A_osint_0199,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0199,explicit_api,,,,,,,,,,,,,,,,,,,,617,90,1,0,0,4
du_A_osint_0199__hard_refusal__s01,du_A_osint_0199,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0199,explicit_api,,,,,,,,,,,,,,,,,,,,101,17,1,0,0,1
du_A_osint_0200__safe_completion__s01,du_A_osint_0200,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0200,explicit_api,,,,,,,,,,,,,,,,,,,,628,88,1,0,0,4
du_A_osint_0200__hard_refusal__s01,du_A_osint_0200,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0200,explicit_api,,,,,,,,,,,,,,,,,,,,117,16,1,0,0,1
du_A_osint_0201__safe_completion__s01,du_A_osint_0201,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0201,explicit_api,,,,,,,,,,,,,,,,,,,,569,82,1,0,0,4
du_A_osint_0201__hard_refusal__s01,du_A_osint_0201,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0201,explicit_api,,,,,,,,,,,,,,,,,,,,115,18,1,0,0,1
du_A_osint_0202__safe_completion__s01,du_A_osint_0202,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0202,explicit_api,,,,,,,,,,,,,,,,,,,,626,85,1,0,0,4
du_A_osint_0202__hard_refusal__s01,du_A_osint_0202,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0202,explicit_api,,,,,,,,,,,,,,,,,,,,108,17,1,0,0,1
du_A_osint_0203__safe_completion__s01,du_A_osint_0203,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0203,explicit_api,,,,,,,,,,,,,,,,,,,,595,82,1,0,0,4
du_A_osint_0203__hard_refusal__s01,du_A_osint_0203,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0203,explicit_api,,,,,,,,,,,,,,,,,,,,110,18,1,0,0,1
du_A_osint_0204__safe_completion__s01,du_A_osint_0204,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0204,explicit_api,,,,,,,,,,,,,,,,,,,,614,86,1,0,0,4
du_A_osint_0204__hard_refusal__s01,du_A_osint_0204,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0204,explicit_api,,,,,,,,,,,,,,,,,,,,86,12,1,0,0,1
du_A_osint_0205__safe_completion__s01,du_A_osint_0205,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0205,explicit_api,,,,,,,,,,,,,,,,,,,,578,86,1,0,0,4
du_A_osint_0205__hard_refusal__s01,du_A_osint_0205,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0205,explicit_api,,,,,,,,,,,,,,,,,,,,109,18,1,0,0,1
du_A_osint_0206__safe_completion__s01,du_A_osint_0206,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0206,explicit_api,,,,,,,,,,,,,,,,,,,,682,95,1,0,0,4
du_A_osint_0206__hard_refusal__s01,du_A_osint_0206,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0206,explicit_api,,,,,,,,,,,,,,,,,,,,96,16,1,0,0,1
du_A_osint_0207__safe_completion__s01,du_A_osint_0207,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0207,explicit_api,,,,,,,,,,,,,,,,,,,,556,81,1,0,0,4
du_A_osint_0207__hard_refusal__s01,du_A_osint_0207,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0207,explicit_api,,,,,,,,,,,,,,,,,,,,99,17,1,0,0,1
du_A_osint_0208__safe_completion__s01,du_A_osint_0208,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0208,explicit_api,,,,,,,,,,,,,,,,,,,,626,86,1,0,0,4
du_A_osint_0208__hard_refusal__s01,du_A_osint_0208,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0208,explicit_api,,,,,,,,,,,,,,,,,,,,81,13,1,0,0,1
du_A_osint_0209__safe_completion__s01,du_A_osint_0209,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0209,explicit_api,,,,,,,,,,,,,,,,,,,,588,88,1,0,0,4
du_A_osint_0209__hard_refusal__s01,du_A_osint_0209,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0209,explicit_api,,,,,,,,,,,,,,,,,,,,104,17,1,0,0,1
du_A_osint_0210__safe_completion__s01,du_A_osint_0210,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0210,explicit_api,,,,,,,,,,,,,,,,,,,,562,76,1,0,0,4
du_A_osint_0210__hard_refusal__s01,du_A_osint_0210,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0210,explicit_api,,,,,,,,,,,,,,,,,,,,101,17,1,0,0,1
du_A_osint_0211__safe_completion__s01,du_A_osint_0211,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0211,explicit_api,,,,,,,,,,,,,,,,,,,,693,95,1,0,0,4
du_A_osint_0211__hard_refusal__s01,du_A_osint_0211,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0211,explicit_api,,,,,,,,,,,,,,,,,,,,113,18,1,0,0,1
du_A_osint_0212__safe_completion__s01,du_A_osint_0212,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0212,explicit_api,,,,,,,,,,,,,,,,,,,,735,102,1,0,0,4
du_A_osint_0212__hard_refusal__s01,du_A_osint_0212,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0212,explicit_api,,,,,,,,,,,,,,,,,,,,108,17,1,0,0,1
du_A_osint_0213__safe_completion__s01,du_A_osint_0213,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0213,explicit_api,,,,,,,,,,,,,,,,,,,,553,80,1,0,0,4
du_A_osint_0213__hard_refusal__s01,du_A_osint_0213,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0213,explicit_api,,,,,,,,,,,,,,,,,,,,105,17,1,0,0,1
du_A_osint_0214__safe_completion__s01,du_A_osint_0214,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0214,explicit_api,,,,,,,,,,,,,,,,,,,,551,78,1,0,0,4
du_A_osint_0214__hard_refusal__s01,du_A_osint_0214,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0214,explicit_api,,,,,,,,,,,,,,,,,,,,114,17,1,0,0,1
du_A_osint_0215__safe_completion__s01,du_A_osint_0215,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0215,explicit_api,,,,,,,,,,,,,,,,,,,,612,97,1,0,0,4
du_A_osint_0215__hard_refusal__s01,du_A_osint_0215,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0215,explicit_api,,,,,,,,,,,,,,,,,,,,104,16,1,0,0,1
du_A_osint_0216__safe_completion__s01,du_A_osint_0216,safe_completion,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0216,explicit_api,,,,,,,,,,,,,,,,,,,,706,91,1,0,0,4
du_A_osint_0216__hard_refusal__s01,du_A_osint_0216,hard_refusal,unknown_api,,,/content/safecomp-dpo/hf_data/responses/dual_use/dualuse_response_records.jsonl,dualuse_response_records.jsonl,dualuse_response_records,api,hf_data\responses\dual_use\dualuse_responses.jsonl,A_osint_0216,explicit_api,,,,,,,,,,,,,,,,,,,,94,16,1,0,0,1
